title,series,platform,genre,developer,publisher,rating,modes,year,release_eu,release_jp,release_na,plot
Go Player (Europe),,Atari ST,BOARD_GAMES,,Oxford Softworks,OTHER_NOT_RATED,,1990,,,,
Goal! (Europe),,Atari ST,SPORTS_SOCCER,,Virgin Mastertronic,OTHER_NOT_RATED,,1993,,,,
Gobang (Europe) (Unl),,Atari ST,BOARD_GAMES,,Ori-Soft,OTHER_NOT_RATED,,null,,,,
Gobliiins (Europe),,Atari ST,PUZZLE,,CVS,OTHER_NOT_RATED,,1991,,,,
Gobliiins II (Europe),,Atari ST,PUZZLE,,Coktel Vision,OTHER_NOT_RATED,,1992,,,,
"Godfather, The (Europe) (Disk 1)",,Atari ST,ACTION,,US Gold,OTHER_NOT_RATED,,1991,,,,
"Godfather, The (Europe) (Disk 2)",,Atari ST,ACTION,,US Gold,OTHER_NOT_RATED,,1991,,,,
"Godfather, The (Europe) (Disk 3)",,Atari ST,ACTION,,US Gold,OTHER_NOT_RATED,,1991,,,,
GodPey (Europe) (Unl),,Atari ST,PUZZLE,,Reservoir Gods,OTHER_NOT_RATED,,2002,,,,
Gods (Europe) (Disk 1),,Atari ST,PLATFORM,,Renegade,OTHER_NOT_RATED,,1991,,,,
Gods (Europe) (Disk 2),,Atari ST,PLATFORM,,Renegade,OTHER_NOT_RATED,,1991,,,,
Goin' Down With The Captain (Europe) (Unl),,Atari ST,PLATFORM,,Ninth Wave Software,OTHER_NOT_RATED,,1995,,,,
Gold of the Americas (Europe),,Atari ST,STRATEGY,,SSG,OTHER_NOT_RATED,,1990,,,,
"Gold of the Aztecs,The (Europe) (Disk 1)",,Atari ST,PLATFORM,,Kinetica,OTHER_NOT_RATED,,1990,,,,
"Gold of the Aztecs,The (Europe) (Disk 2)",,Atari ST,PLATFORM,,Kinetica,OTHER_NOT_RATED,,1990,,,,
Gold of the Realm (USA),,Atari ST,ROLE_PLAYING,,Magnetic Images,OTHER_NOT_RATED,,1988,,,,
Gold Rush! (USA),,Atari ST,ADVENTURE,,Sierra On-Line,OTHER_NOT_RATED,,1988,,,,
Golden Axe (Europe),,Atari ST,BEAT_EM_UP,,Virgin Mastertronic,OTHER_NOT_RATED,,1989,,,,
Golden Path (USA),,Atari ST,ADVENTURE,,Firebird,OTHER_NOT_RATED,,1996,,,,
Goldrunner (Europe),,Atari ST,SHOOT_EM_UP,,Microdeal,OTHER_NOT_RATED,,1987,,,,
Goldrunner II (Europe),,Atari ST,SHOOT_EM_UP,,Microdeal,OTHER_NOT_RATED,,1988,,,,
Goldrunner II - Scenery Disk 1 (Europe),,Atari ST,SHOOT_EM_UP,,Microdeal,OTHER_NOT_RATED,,1988,,,,
Goldrunner II - Scenery Disk 2 (Europe),,Atari ST,SHOOT_EM_UP,,Microdeal,OTHER_NOT_RATED,,1988,,,,
Gone Fish'n (USA) (Disk 1),,Atari ST,SPORTS_FISHING,,Electronic Arts,OTHER_NOT_RATED,,1987,,,,
Gone Fish'n (USA) (Disk 2),,Atari ST,SPORTS_FISHING,,Electronic Arts,OTHER_NOT_RATED,,1987,,,,
Goofy's Railway Express (Europe),,Atari ST,EDUCATIONAL,,Disney Software,OTHER_NOT_RATED,,1990,,,,
Gorf's Laby (Europe) (Unl),,Atari ST,ROLE_PLAYING,,Motelsoft,OTHER_NOT_RATED,,1988,,,,
GPPD (Europe) (Unl),,Atari ST,DRIVING,,Cmware,OTHER_NOT_RATED,,1992,,,,
Graeme Souness Soccer Manager (Europe),,Atari ST,SPORTS_SOCCER,,Zeppelin Games,OTHER_NOT_RATED,,1992,,,,
Graeme Souness Vector Soccer (Europe),,Atari ST,SPORTS_SOCCER,,Impulze,OTHER_NOT_RATED,,1991,,,,
Graffiti Man (Europe),,Atari ST,ACTION,,Rainbow Arts,OTHER_NOT_RATED,,1987,,,,
Graham Gooch World Class Cricket (Europe) (Disk 1),,Atari ST,SPORTS_CRICKET,,Audiogenic,OTHER_NOT_RATED,,1993,,,,
Graham Gooch World Class Cricket (Europe) (Disk 2) (Data),,Atari ST,SPORTS_CRICKET,,Audlogenic,OTHER_NOT_RATED,,1994,,,,
Graham Taylor Soccer Challenge (Europe),,Atari ST,SPORTS_SOCCER,,Krisalis,OTHER_NOT_RATED,,1992,,,,
"Grail, The (Europe)",,Atari ST,ADVENTURE,,Microdeal,OTHER_NOT_RATED,,1988,,,,
Gran-Prix (Europe) (Unl),,Atari ST,DRIVING,,R. Skibo,OTHER_NOT_RATED,,null,,,,
Grand Monster Slam (Europe),,Atari ST,SPORTS_FUTURISTIC,,Rainbow Arts,OTHER_NOT_RATED,,1989,,,,
Grand Prix 500cc (Europe),,Atari ST,RACING_MOTORBIKE,,Microids,OTHER_NOT_RATED,,1987,,,,
Grand Prix 500cc 2 (Europe) (Disk 1),,Atari ST,RACING_MOTORBIKE,,Microids,OTHER_NOT_RATED,,1990,,,,
Grand Prix 500cc 2 (Europe) (Disk 2),,Atari ST,RACING_MOTORBIKE,,Microids,OTHER_NOT_RATED,,1990,,,,
Grand Prix Master (Europe),,Atari ST,RACING_MOTORBIKE,,Dinamic,OTHER_NOT_RATED,,1989,,,,
Grandad - The Quest for Holey Vest (Europe) (Unl),,Atari ST,ADVENTURE,,Caledonia PDL,OTHER_NOT_RATED,,1992,,,,
Grandad 2 - In Search of Sandwiches (Europe) (Unl),,Atari ST,ADVENTURE,,Caledonia PDL,OTHER_NOT_RATED,,1993,,,,
Grannies Garden (Europe) (Unl),,Atari ST,ADVENTURE,,Silly Software,OTHER_NOT_RATED,,1994,,,,
Grav (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Martin Brownlow,OTHER_NOT_RATED,,null,,,,
Grav 2 (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Martin Brownlow,OTHER_NOT_RATED,,1992,,,,
Gravity (Europe),,Atari ST,STRATEGY,,Image Works,OTHER_NOT_RATED,,1990,,,,
Great Battles 1789-1865 (Europe),,Atari ST,STRATEGY,,Royal Software,OTHER_NOT_RATED,,1986,,,,
Great Courts (Europe),,Atari ST,SPORTS_TENNIS,,UBI Soft,OTHER_NOT_RATED,,1989,,,,
Great Courts 2 (Europe),,Atari ST,SPORTS_TENNIS,,UBI Soft,OTHER_NOT_RATED,,1990,,,,
"Great Giana Sisters, The (Europe)",,Atari ST,PLATFORM,,Time Warp,OTHER_NOT_RATED,,1988,,,,
Great Napoleonic Battles (Europe),,Atari ST,STRATEGY,,Impressions,OTHER_NOT_RATED,,1991,,,,
Greg Norman's Ulitmate Golf (Europe),,Atari ST,SPORTS_GOLF,,Gremlin Graphics,OTHER_NOT_RATED,,1990,,,,
Gremlins 2 - The New Batch (Europe),,Atari ST,PLATFORM,,Elite,OTHER_NOT_RATED,,1990,,,,
"Grey Seas, Grey Skies (Canada)",,Atari ST,STRATEGY,,Simulations Canada,OTHER_NOT_RATED,,1988,,,,
Gridiron! (Europe),,Atari ST,SPORTS_SOCCER,,Bethasda Softworks,OTHER_NOT_RATED,,1986,,,,
Gridrunner (Europe),,Atari ST,SHOOTER,,Action Sixteen,OTHER_NOT_RATED,,1989,,,,
Grimblood (Europe),,Atari ST,ADVENTURE,,Virgin Mastertronic,OTHER_NOT_RATED,,1990,,,,
Growth (Europe),,Atari ST,BREAKOUT,,Axxiom,OTHER_NOT_RATED,,1988,,,,
"Guardian Angel, The (Europe)",,Atari ST,BEAT_EM_UP,,Codemasters,OTHER_NOT_RATED,,1989,,,,
Guardians (Europe),,Atari ST,ACTION,,Loriciel,OTHER_NOT_RATED,,1992,,,,
"Guild of Thieves, The (Europe)",,Atari ST,ADVENTURE,,Rainbird,OTHER_NOT_RATED,,1987,,,,
Gunship (USA),,Atari ST,SIMULATION,,MicroProse,OTHER_NOT_RATED,,1987,,,,
Guy Spy (USA) (Disk 1),,Atari ST,ACTION,,Ready Soft,OTHER_NOT_RATED,,1993,,,,
Guy Spy (USA) (Disk 2),,Atari ST,ACTION,,Ready Soft,OTHER_NOT_RATED,,1993,,,,
Guy Spy (USA) (Disk 3),,Atari ST,ACTION,,Ready Soft,OTHER_NOT_RATED,,1993,,,,
Guy Spy (USA) (Disk 4),,Atari ST,ACTION,,Ready Soft,OTHER_NOT_RATED,,1993,,,,
H-Mec (Europe) (Unl),,Atari ST,MAZE,,Breakpoint Software,OTHER_NOT_RATED,,1993,,,,
H-Mec 2 (Europe) (Unl),,Atari ST,MAZE,,Breakpoint Software,OTHER_NOT_RATED,,1993,,,,
H.A.T.E (Europe),,Atari ST,SHOOT_EM_UP,,Gremlin Graphics,OTHER_NOT_RATED,,1989,,,,
H.E.R.O. (Europe) (Unl),,Atari ST,ACTION,,Tony Greenwood,OTHER_NOT_RATED,,1995,,,,
H.E.R.O. 2 (Europe) (Unl) (Disk 1),,Atari ST,ACTION,,Tony Greenwood,OTHER_NOT_RATED,,1997,,,,
H.E.R.O. 2 (Europe) (Unl) (Disk 2),,Atari ST,ACTION,,Tony Greenwood,OTHER_NOT_RATED,,1997,,,,
H.E.R.O. 2 (Europe) (Unl) (Disk 3),,Atari ST,ACTION,,Tony Greenwood,OTHER_NOT_RATED,,1997,,,,
Hacker (Europe),,Atari ST,SIMULATION,,Activision,OTHER_NOT_RATED,,1985,,,,
Hacker 2 (Europe),,Atari ST,SIMULATION,,Activision,OTHER_NOT_RATED,,1988,,,,
Hacman (USA) (Unl),,Atari ST,MAZE,,Kinetic Microsystems,OTHER_NOT_RATED,,1987,,,,
Hacman II (USA) (Unl),,Atari ST,MAZE,,Kinetic Alchemist,OTHER_NOT_RATED,,1990,,,,
Hades Nebula (Europe),,Atari ST,SHOOT_EM_UP,,Nexus Software,OTHER_NOT_RATED,,1987,,,,
Hammer Boy (Europe),,Atari ST,ACTION,,Dinamic,OTHER_NOT_RATED,,1990,,,,
"Hammer of Grimmold, The (Europe)",,Atari ST,ADVENTURE,,Page 6 Software,OTHER_NOT_RATED,,null,,,,
Hammerfist (Europe),,Atari ST,ACTION,,Vivid Image,OTHER_NOT_RATED,,1990,,,,
HangAbout! (Europe) (Unl),,Atari ST,CLIMBING,,John Hodgskinson,OTHER_NOT_RATED,,null,,,,
Hank's Quest - Victim of Society (Europe) (Unl),,Atari ST,ADVENTURE,,Femo Duo Entertainment,OTHER_NOT_RATED,,2002,,,,
Happy Pacworm (Europe) (Unl),,Atari ST,MAZE,,Happy Fish Software,OTHER_NOT_RATED,,null,,,,
Hard 'n' Heavy (Europe),,Atari ST,PLATFORM,,reLINE Software,OTHER_NOT_RATED,,1989,,,,
Hard Drivin' (Europe),,Atari ST,DRIVING,,Domark,OTHER_NOT_RATED,,1989,,,,
Hard Drivin' II - Drive Harder (Europe),,Atari ST,DRIVING,,Domark,OTHER_NOT_RATED,,1991,,,,
Hard Nova (Europe) (Disk 1),,Atari ST,ROLE_PLAYING,,Electronic Arts,OTHER_NOT_RATED,,1991,,,,
Hard Nova (Europe) (Disk 2),,Atari ST,ROLE_PLAYING,,Electronic Arts,OTHER_NOT_RATED,,1991,,,,
Hard Nova (Europe) (Disk 3),,Atari ST,ROLE_PLAYING,,Electronic Arts,OTHER_NOT_RATED,,1991,,,,
Hard Nova (Europe) (Disk 4),,Atari ST,ROLE_PLAYING,,Electronic Arts,OTHER_NOT_RATED,,1991,,,,
Hardball! (USA),,Atari ST,SPORTS_BASEBALL,,Accolade,OTHER_NOT_RATED,,1987,,,,
Harlequin (Europe),,Atari ST,PLATFORM,,Gremlin Graphics,OTHER_NOT_RATED,,1992,,,,
Harley Davidson - The Road to Sturgis (USA),,Atari ST,RACING_MOTORBIKE,,Mindscape,OTHER_NOT_RATED,,1990,,,,
Harricana (France),,Atari ST,DRIVING,,Loriciel,OTHER_NOT_RATED,,1990,,,,
Harrier Strike Mission (USA),,Atari ST,SIMULATION,,Novic Game,OTHER_NOT_RATED,,1986,,,,
Haunted House (USA) (Unl),,Atari ST,PLATFORM,,Eidersoft,OTHER_NOT_RATED,,1986,,,,
Hawkeye (USA),,Atari ST,SHOOT_EM_UP,,Thalamus,OTHER_NOT_RATED,,1989,,,,
Hawkeye+ (USA),,Atari ST,PLATFORM,,Thalamus,OTHER_NOT_RATED,,1989,,,,
Head Coach (USA) (Disk 1) (Master),,Atari ST,SPORTS_FOOTBALL,,Coda Software,OTHER_NOT_RATED,,1988,,,,
Head Coach (USA) (Disk 2) (Training),,Atari ST,SPORTS_FOOTBALL,,Coda Software,OTHER_NOT_RATED,,1988,,,,
Head Long (Europe) (Unl),,Atari ST,ACTION,,Budgie UK,OTHER_NOT_RATED,,1992,,,,
Head Over Heels (Europe),,Atari ST,ACTION,,Ocean Software,OTHER_NOT_RATED,,1987,,,,
Heartland (Europe) (Unl),,Atari ST,PLATFORM,,Stosser Software,OTHER_NOT_RATED,,1996,,,,
Heartland 2000 (Europe) (Unl),,Atari ST,PLATFORM,,TOS-Crew,OTHER_NOT_RATED,,2000,,,,
Heavy Metal (Europe) (Disk 1),,Atari ST,SHOOTER,,Access,OTHER_NOT_RATED,,1990,,,,
Heavy Metal (Europe) (Disk 2),,Atari ST,SHOOTER,,Access,OTHER_NOT_RATED,,1990,,,,
Hector vs the Mutant Vampire Tomatoes from Hell (Europe) (Unl),,Atari ST,PLATFORM,,Pete Whitby,OTHER_NOT_RATED,,1993,,,,
Heimdall (Europe) (Disk 1),,Atari ST,ACTION,,Core Design,OTHER_NOT_RATED,,1992,,,,
Heimdall (Europe) (Disk 2),,Atari ST,ACTION,,Core Design,OTHER_NOT_RATED,,1992,,,,
Heimdall (Europe) (Disk 3),,Atari ST,ACTION,,Core Design,OTHER_NOT_RATED,,1992,,,,
Heimdall (Europe) (Disk 4),,Atari ST,ACTION,,Core Design,OTHER_NOT_RATED,,1992,,,,
Heimdall (Europe) (Disk 5),,Atari ST,ACTION,,Core Design,OTHER_NOT_RATED,,1992,,,,
Hell Bent (Europe),,Atari ST,SHOOT_EM_UP,,Novagen Software,OTHER_NOT_RATED,,1988,,,,
Hell Raisers (Europe),,Atari ST,SHOOT_EM_UP,,Exocet Software,OTHER_NOT_RATED,,1988,,,,
Hellfire (Europe),,Atari ST,SHOOTER,,Martech,OTHER_NOT_RATED,,1988,,,,
Hellraider (Europe),,Atari ST,SHOOTER,,Domark,OTHER_NOT_RATED,,1989,,,,
Helter Skelter 1988 (Europe),,Atari ST,ACTION,,Audiogenic,OTHER_NOT_RATED,,1988,,,,
Helter Skelter 1990 (Europe),,Atari ST,ACTION,,Audiogenic,OTHER_NOT_RATED,,1990,,,,
Henrietta's Book of Spells (Europe),,Atari ST,EDUCATIONAL,,Scetlander,OTHER_NOT_RATED,,1991,,,,
Herman (Europe),,Atari ST,ACTION,,"Thompson, Paul",OTHER_NOT_RATED,,1994,,,,
Hero Quest (Europe) (Disk 1),,Atari ST,BOARD_GAMES,,Gremlin Graphics,OTHER_NOT_RATED,,1991,,,,
Hero Quest (Europe) (Disk 2) (Expansion Pack - Court of the Witchlord),,Atari ST,BOARD_GAMES,,Gremlin Graphics,OTHER_NOT_RATED,,1991,,,,
Hero! (Europe) (Unl) (Disk 1),,Atari ST,ADVENTURE,,Dan Winslow,OTHER_NOT_RATED,,1988,,,,
Hero! (Europe) (Unl) (Disk 2),,Atari ST,ADVENTURE,,Dan Winslow,OTHER_NOT_RATED,,1988,,,,
Hero's Quest I - So You Want to be a Hero (USA),,Atari ST,ROLE_PLAYING,,Sierra On-Line,OTHER_NOT_RATED,,1990,,,,
Heroes of the Lance (Europe),,Atari ST,ACTION,,SSI,OTHER_NOT_RATED,,1988,,,,
Hex (USA),,Atari ST,STRATEGY,,Mark of the Unicorn,OTHER_NOT_RATED,,1985,,,,
High Steel (Europe),,Atari ST,ACTION,,7 Screen,OTHER_NOT_RATED,,1989,,,,
Highway Encounter (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Vortex Software,OTHER_NOT_RATED,,1990,,,,
Highway Patrol II (Europe),,Atari ST,DRIVING,,Infogrames,OTHER_NOT_RATED,,1989,,,,
Hill Street Blues (Europe),,Atari ST,SIMULATION,,Krisalis,OTHER_NOT_RATED,,1991,,,,
Hillsfar (USA),,Atari ST,ROLE_PLAYING,,SSI,OTHER_NOT_RATED,,1989,,,,
Hippo Backgammon (USA),,Atari ST,BOARD_GAMES,,Hippopotamus Software Inc,OTHER_NOT_RATED,,1985,,,,
"Hitchhikers Guide to the Galaxy, The (USA)",,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1986,,,,
Hockey Pista (Italy),,Atari ST,SPORTS_HOCKEY,,Lindasoft,OTHER_NOT_RATED,,1990,,,,
Hole In One Golf (USA),,Atari ST,SPORTS_GOLF,,Artworx Software,OTHER_NOT_RATED,,1986,,,,
Hollywood Hijinx (USA),,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1986,,,,
Hollywood Hustler (Europe) (Disk 1),,Atari ST,CASINO,,Desert Star,OTHER_NOT_RATED,,1995,,,,
Hollywood Hustler (Europe) (Disk 2),,Atari ST,CASINO,,Desert Star,OTHER_NOT_RATED,,1995,,,,
Hollywood Hustler (Europe) (Disk 3),,Atari ST,CASINO,,Desert Star,OTHER_NOT_RATED,,1995,,,,
Hollywood Poker (Europe),,Atari ST,TABLETOP,,Golden Games,OTHER_NOT_RATED,,1988,,,,
Hollywood Poker Pro (Europe),,Atari ST,CASINO,,reLINE Software,OTHER_NOT_RATED,,1989,,,,
Holocaust (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,ST Format,OTHER_NOT_RATED,,1994,,,,
Home Casino Poker (USA),,Atari ST,TABLETOP,,Dubl Dubl Funware,OTHER_NOT_RATED,,1988,,,,
Hong Kong Phooey (Europe),,Atari ST,PLATFORM,,Hi-Tec Software,OTHER_NOT_RATED,,1990,,,,
"Hoog Islands, The (Europe) (Unl)",,Atari ST,PLATFORM,,MPLord,OTHER_NOT_RATED,,1994,,,,
Hook (Europe) (Disk 1),,Atari ST,ADVENTURE,,Ocean Software,OTHER_NOT_RATED,,1991,,,,
Hook (Europe) (Disk 2),,Atari ST,ADVENTURE,,Ocean Software,OTHER_NOT_RATED,,1991,,,,
Hook (Europe) (Disk 3),,Atari ST,ADVENTURE,,Ocean Software,OTHER_NOT_RATED,,1991,,,,
Horror Zombies from the Crypt (Europe),,Atari ST,PLATFORM,,Astralvision,OTHER_NOT_RATED,,1990,,,,
Horse Racing Simulator (Europe) (Unl),,Atari ST,SPORTS_HORSE_RACING,,Budgie UK,OTHER_NOT_RATED,,1990,,,,
Hostages (Europe),,Atari ST,SIMULATION,,Action Sixteen,OTHER_NOT_RATED,,1991,,,,
Hot Rod (Europe),,Atari ST,DRIVING,,Activision,OTHER_NOT_RATED,,1990,,,,
Hot Rubber (Europe) (Disk 1),,Atari ST,RACING_MOTORBIKE,,Palace Software,OTHER_NOT_RATED,,1991,,,,
Hot Rubber (Europe) (Disk 2),,Atari ST,RACING_MOTORBIKE,,Palace Software,OTHER_NOT_RATED,,1991,,,,
Hot Wheels (Europe) (Unl),,Atari ST,DRIVING,,Kingfisher Software,OTHER_NOT_RATED,,1991,,,,
Hotball (Europe),,Atari ST,SPORTS_SOCCER,,Satory,OTHER_NOT_RATED,,1988,,,,
Hotshot (Europe),,Atari ST,BREAKOUT,,16Bit Pocket Power,OTHER_NOT_RATED,,1991,,,,
"Hound of Shadow, The (Europe) (Disk 1)",,Atari ST,ADVENTURE,,Electronic Arts,OTHER_NOT_RATED,,1989,,,,
"Hound of Shadow, The (Europe) (Disk 2)",,Atari ST,ADVENTURE,,Electronic Arts,OTHER_NOT_RATED,,1989,,,,
Hover Sprint (Europe) (Disk 1),,Atari ST,DRIVING,,Codemasters,OTHER_NOT_RATED,,1992,,,,
Hover Sprint (Europe) (Disk 2),,Atari ST,DRIVING,,Codemasters,OTHER_NOT_RATED,,1992,,,,
Hoyle Book of Games - Volume 1 (USA),,Atari ST,TABLETOP,,Sierra On-Line,OTHER_NOT_RATED,,1988,,,,
Hoyle Book of Games - Volume 2 (USA),,Atari ST,TABLETOP,,Sierra On-Line,OTHER_NOT_RATED,,1988,,,,
Huckleberry Hound in Hollywood Capers (USA),,Atari ST,PLATFORM,,Hanna-Barbera Productions,OTHER_NOT_RATED,,1993,,,,
Hudson Hawk (Europe),,Atari ST,PLATFORM,,Ocean Software,OTHER_NOT_RATED,,1991,,,,
Human Killing Machine (Europe),,Atari ST,BEAT_EM_UP,,US Gold,OTHER_NOT_RATED,,1989,,,,
Hunchy 1066 (Europe) (Unl),,Atari ST,PLATFORM,,Powerfist Productions,OTHER_NOT_RATED,,1993,,,,
Hunchy 2010 (Europe) (Unl),,Atari ST,PLATFORM,,Powerfist Productions,OTHER_NOT_RATED,,1993,,,,
Hunchy 2010 - 93 Remix (Europe) (Unl),,Atari ST,PLATFORM,,Powerfist Productions,OTHER_NOT_RATED,,1993,,,,
Hunchy 2010 - The Extended Mix (Europe) (Unl),,Atari ST,PLATFORM,,Powerfist Productions,OTHER_NOT_RATED,,1993,,,,
Hunt for Grey November (Europe) (Unl),,Atari ST,STRATEGY,,Martin Ribbink,OTHER_NOT_RATED,,1991,,,,
"Hunt for Red October, The (Argus Press) (Europe)",,Atari ST,SIMULATION,,Argus Press,OTHER_NOT_RATED,,1988,,,,
"Hunt for Red October, The (Grandslam) (Europe)",,Atari ST,SHOOT_EM_UP,,Grandslam Entertainment,OTHER_NOT_RATED,,1990,,,,
Hunter (Europe),,Atari ST,ACTION,,Activision,OTHER_NOT_RATED,,1991,,,,
Hunter Killer (Europe),,Atari ST,SIMULATION,,Mastertronic,OTHER_NOT_RATED,,1990,,,,
Hustler (Europe),,Atari ST,SPORTS_POOL_AND_DART,,Godax,OTHER_NOT_RATED,,1989,,,,
Hydra (Europe),,Atari ST,SHOOTER,,Domark,OTHER_NOT_RATED,,1991,,,,
Hyperbowl (Europe),,Atari ST,SPORTS_FUTURISTIC,,Mastertronic,OTHER_NOT_RATED,,1988,,,,
Hyperdrome (Europe),,Atari ST,SHOOT_EM_UP,,Exocet Software,OTHER_NOT_RATED,,1988,,,,
Hyperforce (Europe),,Atari ST,SHOOT_EM_UP,,Addictive Games,OTHER_NOT_RATED,,1989,,,,
Hypnotic Land (Italy),,Atari ST,PUZZLE,,Lindasoft,OTHER_NOT_RATED,,1992,,,,
I Ludicrus (Europe),,Atari ST,BEAT_EM_UP,,CRL,OTHER_NOT_RATED,,1989,,,,
I Play 3-D Soccer (Italy),,Atari ST,SPORTS_SOCCER,,Simulmondo,OTHER_NOT_RATED,,1991,,,,
"I, Ball (Europe)",,Atari ST,SHOOT_EM_UP,,Silverbird,OTHER_NOT_RATED,,1987,,,,
IBS Guardian (Europe) (Unl),,Atari ST,STRATEGY,,Deto Soft,OTHER_NOT_RATED,,1989,,,,
IBS Pegasus (Europe) (Unl) (Disk 1),,Atari ST,STRATEGY,,Deto Soft,OTHER_NOT_RATED,,1989,,,,
IBS Pegasus (Europe) (Unl) (Disk 2),,Atari ST,STRATEGY,,Deto Soft,OTHER_NOT_RATED,,1989,,,,
IBS Starsearcher (Europe) (Unl),,Atari ST,STRATEGY,,Deto Soft,OTHER_NOT_RATED,,1988,,,,
Ikari Warriors (Europe),,Atari ST,SHOOTER,,Elite,OTHER_NOT_RATED,,1987,,,,
Illusion (Europe) (Unl),,Atari ST,BREAKOUT,,FaSTer Disk Magazine,OTHER_NOT_RATED,,1987,,,,
"Immortal, The (Europe)",,Atari ST,ROLE_PLAYING,,Electronic Arts,OTHER_NOT_RATED,,1990,,,,
Impact! (Europe),,Atari ST,BREAKOUT,,Action 16,OTHER_NOT_RATED,,1987,,,,
Imperium (Europe),,Atari ST,STRATEGY,,Electronic Arts,OTHER_NOT_RATED,,1990,,,,
Impossamole (Europe),,Atari ST,PLATFORM,,Core Design,OTHER_NOT_RATED,,1990,,,,
Impossible Mission II (USA),,Atari ST,PLATFORM,,Epyx,OTHER_NOT_RATED,,1988,,,,
Impulse (Europe),,Atari ST,BALL_AND_PADDLE,,Durank,OTHER_NOT_RATED,,1999,,,,
In Eighty Days Around the World (Europe),,Atari ST,ACTION,,Rainbow Arts,OTHER_NOT_RATED,,1988,,,,
Indiana Jones and the Fate of Atlantis (USA),,Atari ST,ACTION,,LucasFilm Games,OTHER_NOT_RATED,,1992,,,,
Indiana Jones and the Last Crusade (USA),,Atari ST,ADVENTURE,,LucasFilm Games,OTHER_NOT_RATED,,1989,,,,
Indiana Jones and the Last Crusade - Arcade Game (USA),,Atari ST,PLATFORM,,LucasFilm Games,OTHER_NOT_RATED,,1989,,,,
Indiana Jones and the Temple of Doom (Europe),,Atari ST,PLATFORM,,US Gold,OTHER_NOT_RATED,,1988,,,,
Indigo (Europe) (Unl),,Atari ST,PLATFORM,,Psygnosis,OTHER_NOT_RATED,,2005,,,,
Indoor Sports (USA),,Atari ST,SPORTS_OLYMPIC,,Mindscape,OTHER_NOT_RATED,,1988,,,,
Indy 500 (France),,Atari ST,DRIVING,,Methodic Solutions,OTHER_NOT_RATED,,1987,,,,
Indy Heat (Europe),,Atari ST,DRIVING,,Sales Curve,OTHER_NOT_RATED,,1992,,,,
Inferno (Europe) (Unl),,Atari ST,ACTION,,Budgie UK,OTHER_NOT_RATED,,1990,,,,
Infestation (Europe),,Atari ST,ACTION,,Psygnosis,OTHER_NOT_RATED,,1990,,,,
Infidel (USA),,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1985,,,,
Ingrid's Back (Europe),,Atari ST,ADVENTURE,,Level 9 Computing,OTHER_NOT_RATED,,1988,,,,
Insecticide (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Peter Hague,OTHER_NOT_RATED,,1993,,,,
Insectroid (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Robert Dytmire,OTHER_NOT_RATED,,1992,,,,
Insects in Space (Europe),,Atari ST,SHOOT_EM_UP,,Hewson Consultants,OTHER_NOT_RATED,,1990,,,,
Inspector Hecti In The Inter Change (Europe),,Atari ST,MAZE,,Hi-Tec Software,OTHER_NOT_RATED,,1991,,,,
Interchange (Europe),,Atari ST,MAZE,,Hi-Tec Software,OTHER_NOT_RATED,,1991,,,,
International 3D Tennis (Europe),,Atari ST,SPORTS_TENNIS,,Palace Software,OTHER_NOT_RATED,,1990,,,,
International Champion Athletics (Europe),,Atari ST,SPORTS_OLYMPIC,,Hawk Software,OTHER_NOT_RATED,,1991,,,,
International Cricket (Europe) (Unl),,Atari ST,SPORTS_CRICKET,,John Campbell,OTHER_NOT_RATED,,1992,,,,
International Cricket 2 (Europe) (Unl),,Atari ST,SPORTS_CRICKET,,Budgie UK,OTHER_NOT_RATED,,1992,,,,
International Ice Hockey (Europe),,Atari ST,SPORTS_HOCKEY,,Zeppelin Games,OTHER_NOT_RATED,,1992,,,,
International Karate (Europe),,Atari ST,FIGHTER,,System 3,OTHER_NOT_RATED,,1986,,,,
International Karate+ (Europe),,Atari ST,FIGHTER,,System 3,OTHER_NOT_RATED,,1988,,,,
International Ninja Rabbits (Europe),,Atari ST,FIGHTER,,Micro Value,OTHER_NOT_RATED,,1993,,,,
International Rugby Challenge (Europe),,Atari ST,SPORTS_RUGBY,,Domark,OTHER_NOT_RATED,,1993,,,,
International Soccer Challenge (Europe),,Atari ST,SPORTS_SOCCER,,Micro Style,OTHER_NOT_RATED,,1989,,,,
International Sports Challenge (Europe) (Disk 1),,Atari ST,SPORTS_OLYMPIC,,Empire Software,OTHER_NOT_RATED,,1992,,,,
International Sports Challenge (Europe) (Disk 2),,Atari ST,SPORTS_OLYMPIC,,Empire Software,OTHER_NOT_RATED,,1992,,,,
International Sports Challenge (Europe) (Disk 3),,Atari ST,SPORTS_OLYMPIC,,Empire Software,OTHER_NOT_RATED,,1992,,,,
