title,series,platform,genre,developer,publisher,rating,modes,year,release_eu,release_jp,release_na,plot
Eskimo Games (Europe),,Atari ST,SPORTS_OLYMPIC,,Magic Bytes,OTHER_NOT_RATED,,1989,,,,
Espionage (Europe),,Atari ST,BOARD_GAMES,,Grandslam Entertainment,OTHER_NOT_RATED,,1988,,,,
Esprit (Germany),,Atari ST,ACTION,,Application Systems Heidelberg,OTHER_NOT_RATED,,1989,,,,
ESS - European Space Simulator (Europe),,Atari ST,SIMULATION,,Tomahawk,OTHER_NOT_RATED,,1989,,,,
Essex (Europe),,Atari ST,ADVENTURE,,Synapse Software,OTHER_NOT_RATED,,1986,,,,
European Champions (Europe),,Atari ST,SPORTS_SOCCER,,Ocean Software,OTHER_NOT_RATED,,1994,,,,
European Championship 1992 (Europe),,Atari ST,SPORTS_SOCCER,,Tecmo,OTHER_NOT_RATED,,1992,,,,
European Football Champ (Europe),,Atari ST,SPORTS_SOCCER,,Domark,OTHER_NOT_RATED,,1992,,,,
European Soccer Challenge (Europe),,Atari ST,SPORTS_SOCCER,,Smash 16,OTHER_NOT_RATED,,1990,,,,
European Superleague (Europe) (Disk 1),,Atari ST,SPORTS_SOCCER,,CDS Software,OTHER_NOT_RATED,,1990,,,,
European Superleague (Europe) (Disk 2),,Atari ST,SPORTS_SOCCER,,CDS Software,OTHER_NOT_RATED,,1990,,,,
Eurosoccer '88 (Germany),,Atari ST,SPORTS_SOCCER,,Grandslam Entertainment,OTHER_NOT_RATED,,1988,,,,
Evader (USA) (Unl),,Atari ST,SHOOT_EM_UP,,Munsie Entertainment Software,OTHER_NOT_RATED,,1992,,,,
Evasion (Europe) (Unl),,Atari ST,PLATFORM,,The Ghost,OTHER_NOT_RATED,,1992,,,,
Evasion 2 (Europe) (Unl),,Atari ST,MAZE,,Budgie UK,OTHER_NOT_RATED,,1993,,,,
Everton FC Intelligensia (Europe),,Atari ST,QUIZ,,Amfas,OTHER_NOT_RATED,,1990,,,,
Exile (Europe),,Atari ST,ACTION,,Audiogenic,OTHER_NOT_RATED,,1991,,,,
Exodrom (Germany) (Unl),,Atari ST,SHOOT_EM_UP,,Martin Kowalski,OTHER_NOT_RATED,,null,,,,
Exodus (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Budgie UK,OTHER_NOT_RATED,,1990,,,,
Exolon (Europe),,Atari ST,PLATFORM,,Hewson Consultants,OTHER_NOT_RATED,,1987,,,,
Extase (Europe),,Atari ST,PUZZLE,,Virgin Mastertronic,OTHER_NOT_RATED,,1990,,,,
Extensor (Europe),,Atari ST,ACTION,,Golden Games,OTHER_NOT_RATED,,1987,,,,
Exterminate (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Budgie UK,OTHER_NOT_RATED,,1990,,,,
Exterminator (Europe),,Atari ST,SHOOTER,,Audiogenic,OTHER_NOT_RATED,,1990,,,,
Eye (Europe),,Atari ST,BOARD_GAMES,,Endurance Games,OTHER_NOT_RATED,,1987,,,,
"Eye of Horus, The (Europe)",,Atari ST,ACTION,,Logotron,OTHER_NOT_RATED,,1989,,,,
F-15 Strike Eagle (Europe),,Atari ST,SIMULATION,,MicroProse,OTHER_NOT_RATED,,1988,,,,
F-15 Strike Eagle II (Europe),,Atari ST,SIMULATION,,MicroProse,OTHER_NOT_RATED,,1991,,,,
F-16 Combat Pilot (Europe),,Atari ST,SIMULATION,,Digital Integration,OTHER_NOT_RATED,,1989,,,,
F-19 Stealth Fighter (Europe),,Atari ST,SIMULATION,,MicroProse,OTHER_NOT_RATED,,1988,,,,
F1 (Europe),,Atari ST,DRIVING,,Domark,OTHER_NOT_RATED,,1993,,,,
F1 Manager (Europe),,Atari ST,DRIVING,,Simulmondo,OTHER_NOT_RATED,,1990,,,,
F1 Tornado (Europe),,Atari ST,SHOOTER,,Zeppelin Games,OTHER_NOT_RATED,,1992,,,,
F29 Retaliator (Europe),,Atari ST,SIMULATION,,Ocean Software,OTHER_NOT_RATED,,1989,,,,
Face Off (Europe),,Atari ST,SPORTS_HOCKEY,,Anco Software,OTHER_NOT_RATED,,1988,,,,
Face-Off (Europe),,Atari ST,SPORTS_HOCKEY,,Krisalis,OTHER_NOT_RATED,,1991,,,,
Fahrenheit 451 (USA),,Atari ST,ADVENTURE,,Telarium,OTHER_NOT_RATED,,1984,,,,
Falcon (Europe),,Atari ST,SIMULATION,,MirrorSoft,OTHER_NOT_RATED,,1988,,,,
Falcon Mission Disk Volume I (Europe),,Atari ST,SIMULATION,,Sphere Inc.,OTHER_NOT_RATED,,1989,,,,
Falcon Mission Disk Volume II (Europe),,Atari ST,SIMULATION,,Sphere Inc.,OTHER_NOT_RATED,,1990,,,,
Fallen Angel (Europe),,Atari ST,BEAT_EM_UP,,Emerald Software,OTHER_NOT_RATED,,1989,,,,
Fallers (Europe) (Unl),,Atari ST,ACTION,,SureSoft,OTHER_NOT_RATED,,1992,,,,
"Famous Five, The - Five On A Treasure Island (Europe)",,Atari ST,ADVENTURE,,Enigma Variations,OTHER_NOT_RATED,,1991,,,,
Fantasy World Dizzy (Europe),,Atari ST,PLATFORM,,Codemasters,OTHER_NOT_RATED,,1991,,,,
Fascination (Europe),,Atari ST,ADVENTURE,,Coktel Vision,OTHER_NOT_RATED,,1991,,,,
Fast Food (Europe),,Atari ST,MAZE,,Codemasters,OTHER_NOT_RATED,,1992,,,,
Fast Lane (Europe),,Atari ST,DRIVING,,Action 16,OTHER_NOT_RATED,,1990,,,,
Fate - Gates of Dawn (Europe),,Atari ST,ROLE_PLAYING,,reLINE Software,OTHER_NOT_RATED,,1991,,,,
Fate Master (Europe) (Unl),,Atari ST,ADVENTURE,,Animalsoft,OTHER_NOT_RATED,,1992,,,,
FC Manager (Europe),,Atari ST,SPORTS_SOCCER,,Energize,OTHER_NOT_RATED,,null,,,,
Federation of Free Traders (Europe),,Atari ST,SIMULATION,,Gremlin Graphics,OTHER_NOT_RATED,,1989,,,,
Federation Quest I - BSS Jane Seymour (Europe) (Disk 1),,Atari ST,ROLE_PLAYING,,Gremlin Graphics,OTHER_NOT_RATED,,1990,,,,
Federation Quest I - BSS Jane Seymour (Europe) (Disk 2),,Atari ST,ROLE_PLAYING,,Gremlin Graphics,OTHER_NOT_RATED,,1990,,,,
Fernandez Must Die (Europe),,Atari ST,SHOOT_EM_UP,,Image Works,OTHER_NOT_RATED,,1988,,,,
Ferrari Formula One (Europe),,Atari ST,DRIVING,,Electronic Arts,OTHER_NOT_RATED,,1989,,,,
"Fetiche Maya, Le (France)",,Atari ST,ADVENTURE,,Silmarils,OTHER_NOT_RATED,,1989,,,,
Feudal Lords (Europe),,Atari ST,STRATEGY,,Impressions,OTHER_NOT_RATED,,1989,,,,
Fiendish Freddy's Big Top 'O Fun (USA),,Atari ST,SPORTS_OLYMPIC,,Mindscape,OTHER_NOT_RATED,,1990,,,,
Fighter Bomber (Europe) (Disk 1),,Atari ST,SIMULATION,,Activision,OTHER_NOT_RATED,,1989,,,,
Fighter Bomber (Europe) (Disk 2),,Atari ST,SIMULATION,,Activision,OTHER_NOT_RATED,,1989,,,,
Fighter Bomber - Advanced Mission Disc (Europe),,Atari ST,SIMULATION,,Activision,OTHER_NOT_RATED,,1990,,,,
Fighter Command (Europe),,Atari ST,STRATEGY,,Impressions,OTHER_NOT_RATED,,1991,,,,
Fighting Soccer (Europe),,Atari ST,SPORTS_SOCCER,,Activision,OTHER_NOT_RATED,,1989,,,,
Final Assault (USA),,Atari ST,CLIMBING,,Epyx,OTHER_NOT_RATED,,1988,,,,
"Final Battle, The (Europe)",,Atari ST,ROLE_PLAYING,,MirrorSoft,OTHER_NOT_RATED,,1990,,,,
Final Blow (Europe),,Atari ST,SPORTS_BOXING,,Storm,OTHER_NOT_RATED,,1991,,,,
Final Command (Europe),,Atari ST,ADVENTURE,,UBI Soft,OTHER_NOT_RATED,,1990,,,,
"Final Conflict, The (Europe)",,Atari ST,STRATEGY,,Impressions,OTHER_NOT_RATED,,1990,,,,
"Final Day, The (Europe)",,Atari ST,ACTION,,Computer Verlag Germany,OTHER_NOT_RATED,,1990,,,,
Final Fight (Europe) (Disk 1),,Atari ST,BEAT_EM_UP,,Capcom,OTHER_NOT_RATED,,1991,,,,
Final Fight (Europe) (Disk 2),,Atari ST,BEAT_EM_UP,,Capcom,OTHER_NOT_RATED,,1991,,,,
Final Legacy (Europe),,Atari ST,SHOOT_EM_UP,,Atari Corp.,OTHER_NOT_RATED,,1988,,,,
Fire and Brimstone (Europe),,Atari ST,PLATFORM,,MicroProse,OTHER_NOT_RATED,,1990,,,,
Fire and Forget (Europe),,Atari ST,SHOOTER,,Titus,OTHER_NOT_RATED,,1989,,,,
Fire and Forget II - The Death Convoy (Europe),,Atari ST,SHOOTER,,Titus,OTHER_NOT_RATED,,1990,,,,
Fire and Ice (USA),,Atari ST,PLATFORM,,Graftgold,OTHER_NOT_RATED,,1992,,,,
Fire Brigade - The Battle For Kiev 1943 (USA),,Atari ST,STRATEGY,,Panther Games,OTHER_NOT_RATED,,1990,,,,
Fire Force (Europe) (Disk 1),,Atari ST,ACTION,,Ice,OTHER_NOT_RATED,,1992,,,,
Fire Force (Europe) (Disk 2),,Atari ST,ACTION,,Ice,OTHER_NOT_RATED,,1992,,,,
Fire Mission (Europe) (Unl),,Atari ST,SHOOTER,,P. Claus,OTHER_NOT_RATED,,null,,,,
Fire Rescue (France),,Atari ST,PLATFORM,,16-32 Editions,OTHER_NOT_RATED,,1989,,,,
Fire! (USA),,Atari ST,SHOOT_EM_UP,,New Deal Productions,OTHER_NOT_RATED,,1989,,,,
Fireball (Europe),,Atari ST,SPORTS_FUTURISTIC,,MicroProse,OTHER_NOT_RATED,,1990,,,,
Fireblaster (USA),,Atari ST,SHOOT_EM_UP,,Prism Leisure,OTHER_NOT_RATED,,1988,,,,
Firehawk (Europe),,Atari ST,SHOOTER,,Codemasters,OTHER_NOT_RATED,,1993,,,,
Firestar (Europe),,Atari ST,SHOOTER,,Trojan Software,OTHER_NOT_RATED,,1991,,,,
Firezone (Europe),,Atari ST,STRATEGY,,PSS,OTHER_NOT_RATED,,1988,,,,
First Contact (Europe),,Atari ST,ACTION,,MicroProse,OTHER_NOT_RATED,,1989,,,,
First Person Pinball (Europe),,Atari ST,PINBALL,,Tynesoft,OTHER_NOT_RATED,,1989,,,,
"First Samurai, The (Europe)",,Atari ST,ACTION,,Image Works,OTHER_NOT_RATED,,1991,,,,
Fish! (Europe),,Atari ST,ADVENTURE,,Rainbird,OTHER_NOT_RATED,,1988,,,,
Fist of Fury (Europe),,Atari ST,FIGHTER,,Kingsoft,OTHER_NOT_RATED,,1986,,,,
Flight Levels (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,ST Log,OTHER_NOT_RATED,,null,,,,
Flight of the Intruder (USA),,Atari ST,SIMULATION,,Spectrum Holobyte,OTHER_NOT_RATED,,1991,,,,
Flight Simulator II (USA) (Disk 1),,Atari ST,SIMULATION,,Sublogic,OTHER_NOT_RATED,,1987,,,,
Flight Simulator II (USA) (Disk 2) (Scenery USA),,Atari ST,SIMULATION,,Sublogic,OTHER_NOT_RATED,,1986,,,,
Flight Simulator II (USA) (Disk 3) (Scenery Europe),,Atari ST,SIMULATION,,Sublogic,OTHER_NOT_RATED,,1987,,,,
Flight Simulator II (USA) (Disk 4) (Scenery Japan),,Atari ST,SIMULATION,,Sublogic,OTHER_NOT_RATED,,1987,,,,
Flight Simulator II (USA) (Disk 5) (Scenery Lake Huron),,Atari ST,SIMULATION,,Sublogic,OTHER_NOT_RATED,,1987,,,,
Flight Simulator II (USA) (Disk 6) (Scenery Washington),,Atari ST,SIMULATION,,Sublogic,OTHER_NOT_RATED,,1987,,,,
Flimbo's Quest (Europe),,Atari ST,PLATFORM,,System 3,OTHER_NOT_RATED,,1990,,,,
Flintstones (Europe),,Atari ST,ACTION,,Grandslam Entertainment,OTHER_NOT_RATED,,1990,,,,
Flip-Flop (Europe),,Atari ST,BOARD_GAMES,,Kingsoft,OTHER_NOT_RATED,,1986,,,,
Flip-it & Magnose - Water Carriers From Mars (Europe),,Atari ST,PLATFORM,,Image Works,OTHER_NOT_RATED,,1991,,,,
Flipside (USA),,Atari ST,BOARD_GAMES,,MichTron,OTHER_NOT_RATED,,1985,,,,
Flood (Europe),,Atari ST,PLATFORM,,Bullfrog,OTHER_NOT_RATED,,1990,,,,
Floyd the Droid 'On The Run' (USA),,Atari ST,SHOOT_EM_UP,,Analog,OTHER_NOT_RATED,,1986,,,,
Fluffies (Europe) (Unl),,Atari ST,PLATFORM,,Howard Tilley,OTHER_NOT_RATED,,null,,,,
Fly Robin Fly (Germany) (Unl),,Atari ST,SHOOT_EM_UP,,Reisoft,OTHER_NOT_RATED,,null,,,,
Flying Shark (Europe),,Atari ST,SHOOT_EM_UP,,Firebird,OTHER_NOT_RATED,,1988,,,,
Food Fight (USA) (Unl),,Atari ST,ACTION,,Paradox,OTHER_NOT_RATED,,1987,,,,
"Fool's Errand, The (USA) (Disk 1) (Game & Prologue)",,Atari ST,PUZZLE,,Miles Computing,OTHER_NOT_RATED,,1991,,,,
"Fool's Errand, The (USA) (Disk 2) (Puzzle & Final)",,Atari ST,PUZZLE,,Miles Computing,OTHER_NOT_RATED,,1991,,,,
Football Champ (Europe) (Disk 1),,Atari ST,SPORTS_SOCCER,,Simulmondo,OTHER_NOT_RATED,,1990,,,,
Football Champ (Europe) (Disk 2),,Atari ST,SPORTS_SOCCER,,Simulmondo,OTHER_NOT_RATED,,1990,,,,
Football Crazy (Europe),,Atari ST,SPORTS_SOCCER,,ESP Software,OTHER_NOT_RATED,,1990,,,,
Football Director (Europe),,Atari ST,SPORTS_SOCCER,,D & H Games,OTHER_NOT_RATED,,1988,,,,
Football Director II (Europe),,Atari ST,SPORTS_SOCCER,,D & H Games,OTHER_NOT_RATED,,1991,,,,
Football Manager (Europe),,Atari ST,SPORTS_SOCCER,,Addictive Games,OTHER_NOT_RATED,,1988,,,,
Football Manager - World Cup Edition (Europe),,Atari ST,SPORTS_SOCCER,,Addictive Games,OTHER_NOT_RATED,,1990,,,,
Football Manager 2 (Europe),,Atari ST,SPORTS_SOCCER,,Addictive Games,OTHER_NOT_RATED,,1991,,,,
Football Manager 2 - Expansion Kit (Europe),,Atari ST,SPORTS_SOCCER,,Addictive Games,OTHER_NOT_RATED,,1991,,,,
Football Masters (Europe),,Atari ST,SPORTS_SOCCER,,ESP Software,OTHER_NOT_RATED,,1991,,,,
Football Simulation (Europe),,Atari ST,SPORTS_SOCCER,,SPORT Soft,OTHER_NOT_RATED,,1990,,,,
Footballer of the Year 2 (Europe),,Atari ST,SPORTS_SOCCER,,Gremlin Graphics,OTHER_NOT_RATED,,1989,,,,
Forbidden Quest (Europe),,Atari ST,ADVENTURE,,Pryority Software,OTHER_NOT_RATED,,1985,,,,
Forgotten Worlds (Europe) (Disk 1),,Atari ST,SHOOT_EM_UP,,US Gold,OTHER_NOT_RATED,,1988,,,,
Forgotten Worlds (Europe) (Disk 2),,Atari ST,SHOOT_EM_UP,,US Gold,OTHER_NOT_RATED,,1988,,,,
Formula 1 Grand Prix (Europe) (Disk 1),,Atari ST,DRIVING,,Micro-Value,OTHER_NOT_RATED,,1987,,,,
Formula 1 Grand Prix (Europe) (Disk 2),,Atari ST,DRIVING,,Micro-Value,OTHER_NOT_RATED,,1987,,,,
Formula One Grand Prix (Europe) (Disk 1),,Atari ST,DRIVING,,MicroProse,OTHER_NOT_RATED,,1991,,,,
Formula One Grand Prix (Europe) (Disk 2),,Atari ST,DRIVING,,MicroProse,OTHER_NOT_RATED,,1991,,,,
Fort Apache (Europe),,Atari ST,STRATEGY,,Impressions,OTHER_NOT_RATED,,1992,,,,
Foundation's Waste (Europe),,Atari ST,SHOOT_EM_UP,,Exocet Software,OTHER_NOT_RATED,,1988,,,,
Four-F (Europe) (Unl),,Atari ST,PUZZLE,,Fruitware,OTHER_NOT_RATED,,2001,,,,
Fourmi Story (Europe),,Atari ST,PLATFORM,,16-32 Diffusion,OTHER_NOT_RATED,,1989,,,,
Fraction Action (USA),,Atari ST,EDUCATIONAL,,Unicorn Software,OTHER_NOT_RATED,,1987,,,,
Frankenstein (Europe),,Atari ST,PLATFORM,,Zeppelin Games,OTHER_NOT_RATED,,1992,,,,
Frantick (USA) (Unl),,Atari ST,SHOOT_EM_UP,,Munsie Entertainment Software,OTHER_NOT_RATED,,1995,,,,
Freaked Out (Europe) (Unl),,Atari ST,MAZE,,Powerfist Productions,OTHER_NOT_RATED,,1993,,,,
Freaked Out 2 (Europe),,Atari ST,MAZE,,Powerfist Licenceware,OTHER_NOT_RATED,,1994,,,,
Fred (USA),,Atari ST,ACTION,,Action 16,OTHER_NOT_RATED,,1989,,,,
Freddy Hardest in South Manhattan (Spain),,Atari ST,BEAT_EM_UP,,Dinamic,OTHER_NOT_RATED,,1989,,,,
Free Climbing (Spain),,Atari ST,CLIMBING,,Zafiro Software,OTHER_NOT_RATED,,1989,,,,
Freedom - Rebels in the Darkness (Europe),,Atari ST,STRATEGY,,Coktel Vision,OTHER_NOT_RATED,,1988,,,,
Frenetic (Europe),,Atari ST,SHOOT_EM_UP,,Core Design,OTHER_NOT_RATED,,1991,,,,
Frogger! (USA) (Unl),,Atari ST,ACTION,,Munsie Entertainment Software,OTHER_NOT_RATED,,1993,,,,
"Froggy Day In London Town, A (Europe) (Unl)",,Atari ST,ACTION,,Ralph Effemey,OTHER_NOT_RATED,,1992,,,,
From Little Acorns (Europe) (Unl),,Atari ST,ADVENTURE,,Budgue UK,OTHER_NOT_RATED,,1990,,,,
Frontier - Elite II (Europe),,Atari ST,SIMULATION,,Gametek,OTHER_NOT_RATED,,1993,,,,
Frontline (Europe),,Atari ST,STRATEGY,,CCS,OTHER_NOT_RATED,,1990,,,,
Frost Byte (Europe),,Atari ST,PLATFORM,,Mikrogen,OTHER_NOT_RATED,,1988,,,,
Fruit Machine (Europe),,Atari ST,CASINO,,Byte Back,OTHER_NOT_RATED,,1990,,,,
Full Count Baseball (USA),,Atari ST,SPORTS_BASEBALL,,Lance Haffner,OTHER_NOT_RATED,,1987,,,,
Full Metal Planete (France),,Atari ST,STRATEGY,,Hi-Tec Software,OTHER_NOT_RATED,,1989,,,,
Fun School 2 - For 6 to 8 Year Olds (Europe),,Atari ST,EDUCATIONAL,,Database Educational Software,OTHER_NOT_RATED,,1989,,,,
Fun School 2 - For the Over 8s (Europe),,Atari ST,EDUCATIONAL,,Database Educational Software,OTHER_NOT_RATED,,1989,,,,
Fun School 2 - For the Under 6s (Europe),,Atari ST,EDUCATIONAL,,Database Educational Software,OTHER_NOT_RATED,,1989,,,,
Fun School 3 - For the 5 to 7 Year Olds (Europe),,Atari ST,EDUCATIONAL,,Database Educational Software,OTHER_NOT_RATED,,1990,,,,
Fun School 3 - For the Over 7s (Europe),,Atari ST,EDUCATIONAL,,Database Educational Software,OTHER_NOT_RATED,,1990,,,,
Fun School 3 - For the Under 5s (Europe),,Atari ST,EDUCATIONAL,,Database Educational Software,OTHER_NOT_RATED,,1990,,,,
Fun School 4 - For 5 to 7 Year Olds (Europe),,Atari ST,EDUCATIONAL,,Europress Software,OTHER_NOT_RATED,,1990,,,,
Fun School 4 - For the 7 to 11 Year Olds (Europe),,Atari ST,EDUCATIONAL,,Europress Software,OTHER_NOT_RATED,,1991,,,,
Fun School 4 - Under 5s (Europe),,Atari ST,EDUCATIONAL,,Europress Software,OTHER_NOT_RATED,,1990,,,,
Fusion (Europe),,Atari ST,SHOOTER,,Electronic Arts,OTHER_NOT_RATED,,1988,,,,
Future Basketball (Europe),,Atari ST,SPORTS_BASKETBALL,,Hewson Consultants,OTHER_NOT_RATED,,1990,,,,
Future Bike (Europe),,Atari ST,SHOOTER,,Hi-Tec Software,OTHER_NOT_RATED,,1990,,,,
Future Sport (Europe),,Atari ST,SHOOT_EM_UP,,CRL,OTHER_NOT_RATED,,1989,,,,
Future Wars - Time Travellers (Europe),,Atari ST,ADVENTURE,,Delphine,OTHER_NOT_RATED,,1989,,,,
Fuzzball (Europe),,Atari ST,PUZZLE,,Methodic Solutions,OTHER_NOT_RATED,,1987,,,,
G-Loc (Europe),,Atari ST,SHOOTER,,Sega,OTHER_NOT_RATED,,1992,,,,
G.Nius (Europe),,Atari ST,ACTION,,Lankhor,OTHER_NOT_RATED,,1988,,,,
Galactic Conqueror (Europe),,Atari ST,SHOOTER,,Titus,OTHER_NOT_RATED,,1988,,,,
Galactic Empire (France),,Atari ST,SIMULATION,,Coktel Vision,OTHER_NOT_RATED,,1990,,,,
Galaxian (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Sinister Developments,OTHER_NOT_RATED,,1993,,,,
Galaxy Force II (Europe),,Atari ST,SHOOTER,,Activision,OTHER_NOT_RATED,,1989,,,,
Galdregon's Domain (Europe),,Atari ST,ROLE_PLAYING,,Pandora,OTHER_NOT_RATED,,1988,,,,
"Gambler, The (USA)",,Atari ST,CASINO,,Keypunch Software,OTHER_NOT_RATED,,1986,,,,
Game Over II (Europe),,Atari ST,SHOOT_EM_UP,,Dinamic,OTHER_NOT_RATED,,1988,,,,
"Games '92, The - Espana (Europe) (Disk 1)",,Atari ST,SPORTS_OLYMPIC,,Ocean Software,OTHER_NOT_RATED,,1992,,,,
"Games '92, The - Espana (Europe) (Disk 2)",,Atari ST,SPORTS_OLYMPIC,,Ocean Software,OTHER_NOT_RATED,,1992,,,,
"Games '92, The - Espana (Europe) (Disk 3)",,Atari ST,SPORTS_OLYMPIC,,Ocean Software,OTHER_NOT_RATED,,1992,,,,
"Games '92, The - Espana (Europe) (Disk 4)",,Atari ST,SPORTS_OLYMPIC,,Ocean Software,OTHER_NOT_RATED,,1992,,,,
"Games, The - Summer Edition (Europe) (Disk 1)",,Atari ST,SPORTS_OLYMPIC,,US Gold,OTHER_NOT_RATED,,1988,,,,
"Games, The - Summer Edition (Europe) (Disk 2)",,Atari ST,SPORTS_OLYMPIC,,US Gold,OTHER_NOT_RATED,,1988,,,,
"Games, The - Winter Edition (USA)",,Atari ST,SPORTS_OLYMPIC,,Epyx,OTHER_NOT_RATED,,1988,,,,
"Garfield - Big, Fat, Hairy Deal (Europe)",,Atari ST,ADVENTURE,,Softek,OTHER_NOT_RATED,,1988,,,,
Garfield - Winter's Tale (Europe),,Atari ST,ACTION,,Softek,OTHER_NOT_RATED,,1989,,,,
Gary Lineker's Hot-Shot! (Europe),,Atari ST,SPORTS_SOCCER,,Gremlin Graphics,OTHER_NOT_RATED,,1992,,,,
Gary Lineker's Super Skills (Europe) (Disk 1),,Atari ST,SPORTS_OLYMPIC,,Gremlin Graphics,OTHER_NOT_RATED,,1987,,,,
Gary Lineker's Super Skills (Europe) (Disk 2),,Atari ST,SPORTS_OLYMPIC,,Gremlin Graphics,OTHER_NOT_RATED,,1987,,,,
Gateway (USA),,Atari ST,ADVENTURE,,Action Software,OTHER_NOT_RATED,,1986,,,,
Gato - WWII Submarine Simulator (USA),,Atari ST,SIMULATION,,Spectrum Holobyte,OTHER_NOT_RATED,,1986,,,,
Gauntlet (Europe),,Atari ST,ACTION,,US Gold,OTHER_NOT_RATED,,1985,,,,
Gauntlet II (Europe),,Atari ST,ACTION,,Atari Corp.,OTHER_NOT_RATED,,1986,,,,
Gauntlet III - The Final Quest (Europe) (Disk 1),,Atari ST,SHOOTER,,US Gold,OTHER_NOT_RATED,,1990,,,,
Gauntlet III - The Final Quest (Europe) (Disk 2),,Atari ST,SHOOTER,,US Gold,OTHER_NOT_RATED,,1990,,,,
Gauntlet III - The Final Quest (Europe) (Disk 3),,Atari ST,SHOOTER,,US Gold,OTHER_NOT_RATED,,1990,,,,
Gazza II (Europe),,Atari ST,SPORTS_SOCCER,,Empire Software,OTHER_NOT_RATED,,1990,,,,
Gazza's Super Soccer (Europe),,Atari ST,SPORTS_SOCCER,,Empire Software,OTHER_NOT_RATED,,1989,,,,
GBA Championship Basketball - Two on Two (USA),,Atari ST,SPORTS_BASKETBALL,,Activision,OTHER_NOT_RATED,,1986,,,,
Geisha (France) (Disk 1),,Atari ST,ADVENTURE,,Coktel Vision,OTHER_NOT_RATED,,1990,,,,
Geisha (France) (Disk 2),,Atari ST,ADVENTURE,,Coktel Vision,OTHER_NOT_RATED,,1990,,,,
Gem AmiGo (Australia) (Unl),,Atari ST,BOARD_GAMES,,Warwick Allison,OTHER_NOT_RATED,,null,,,,
Gem'X (Europe),,Atari ST,PUZZLE,,Kaiko,OTHER_NOT_RATED,,1991,,,,
Gemini Wing (Europe),,Atari ST,SHOOT_EM_UP,,Tecmo,OTHER_NOT_RATED,,1989,,,,
Gems (Europe) (Unl),,Atari ST,ACTION,,Martin Brownlow,OTHER_NOT_RATED,,null,,,,
Gemstone Legend (Europe),,Atari ST,SHOOT_EM_UP,,Loriciel,OTHER_NOT_RATED,,1990,,,,
General (Germany) (Unl),,Atari ST,BOARD_GAMES,,M. Vogel,OTHER_NOT_RATED,,1990,,,,
Germ Crazy (Europe),,Atari ST,PUZZLE,,Open Mind,OTHER_NOT_RATED,,1991,,,,
Get Dexter 2 (Europe),,Atari ST,ACTION,,Ere Informatique,OTHER_NOT_RATED,,1988,,,,
Gettysburg (Europe),,Atari ST,STRATEGY,,Atari Corp.,OTHER_NOT_RATED,,1990,,,,
GFL Championship Football (Europe),,Atari ST,SPORTS_SOCCER,,Activision,OTHER_NOT_RATED,,1987,,,,
Ghost Battle (Europe),,Atari ST,PLATFORM,,Thalion,OTHER_NOT_RATED,,1991,,,,
Ghost Chaser (Europe),,Atari ST,MAZE,,Byte Back,OTHER_NOT_RATED,,1991,,,,
Ghostbusters II (Europe) (Disk 1),,Atari ST,ACTION,,Activision,OTHER_NOT_RATED,,1991,,,,
Ghostbusters II (Europe) (Disk 2),,Atari ST,ACTION,,Activision,OTHER_NOT_RATED,,1991,,,,
Ghosts 'n' Goblins (Europe),,Atari ST,PLATFORM,,Elite,OTHER_NOT_RATED,,1990,,,,
Ghouls 'n' Ghosts (Europe),,Atari ST,PLATFORM,,US Gold,OTHER_NOT_RATED,,1988,,,,
Gilbert - Escape from Drill (Europe),,Atari ST,ACTION,,Enigma Variations,OTHER_NOT_RATED,,1989,,,,
Gin Rummy (Europe) (Unl),,Atari ST,TABLETOP,,Silly Software,OTHER_NOT_RATED,,1996,,,,
Glad - Killing Impact (Europe) (Disk 1),,Atari ST,ACTION,,Rebel Vision,OTHER_NOT_RATED,,null,,,,
Glad - Killing Impact (Europe) (Disk 2),,Atari ST,ACTION,,Rebel Vision,OTHER_NOT_RATED,,null,,,,
Gladiators (Europe),,Atari ST,BEAT_EM_UP,,Smash 16,OTHER_NOT_RATED,,1989,,,,
"Glass Buttock of Tharg, The (Europe)",,Atari ST,ROLE_PLAYING,,Grandadsoft,OTHER_NOT_RATED,,1993,,,,
Global Commander (USA),,Atari ST,STRATEGY,,Datasoft,OTHER_NOT_RATED,,1988,,,,
Gnome Ranger (Europe),,Atari ST,ADVENTURE,,Level 9 Computing,OTHER_NOT_RATED,,1987,,,,
Gnome Ranger 2 - Ingrid's Back (Europe),,Atari ST,ADVENTURE,,Level 9 Computing,OTHER_NOT_RATED,,1988,,,,
GNU Chess (Europe) (Unl),,Atari ST,BOARD_GAMES,,Warwick Allison,OTHER_NOT_RATED,,1992,,,,
GNU Chess 4.0 (Europe) (Unl),,Atari ST,BOARD_GAMES,,Warwick Allison,OTHER_NOT_RATED,,1992,,,,
Gnuchess (Europe) (Unl),,Atari ST,BOARD_GAMES,,Black Knight,OTHER_NOT_RATED,,1994,,,,
Go Board (Europe) (Unl),,Atari ST,BOARD_GAMES,,Sente Software,OTHER_NOT_RATED,,1990,,,,
